accession	name	segment	date	host	country	abbreviation	virus	strain
KU595806	EV71/FJQZ003/CHN/2012	N/A	2012	Human	2012	China	N/A	EV71/FJQZ003/CHN/2012
KU595809	EV71/FJQZ015/CHN/2012	N/A	2012	Human	2012	China	N/A	EV71/FJQZ015/CHN/2012
KU595826	EV71/FJPTN002/CHN/2012	N/A	2012	Human	2012	China	N/A	EV71/FJPTN002/CHN/2012
KU595849	EV71/FJQZ410/CHN/2013	N/A	2013	Human	2013	China	N/A	EV71/FJQZ410/CHN/2013
KU595858	EV71/FJQZ101/CHN/2013	N/A	2013	Human	2013	China	N/A	EV71/FJQZ101/CHN/2013
KU595859	EV71/FJQZ133/CHN/2013	N/A	2013	Human	2013	China	N/A	EV71/FJQZ133/CHN/2013
KU595860	EV71/FJZZ044/CHN/2013	N/A	2013	Human	2013	China	N/A	EV71/FJZZ044/CHN/2013
KU595861	EV71/FJFZ173/CHN/2014	N/A	2014	Human	2014	China	N/A	EV71/FJFZ173/CHN/2014
KU595868	EV71/FJLY306/CHN/2014	N/A	2014	Human	2014	China	N/A	EV71/FJLY306/CHN/2014
KU595891	EV71/FJZZ476/CHN/2014	N/A	2014	Human	2014	China	N/A	EV71/FJZZ476/CHN/2014
KU595913	EV71/FJNP007/CHN/2015	N/A	2015	Human	2015	China	N/A	EV71/FJNP007/CHN/2015
KU595914	EV71/FJND082/CHN/2015	N/A	2015	Human	2015	China	N/A	EV71/FJND082/CHN/2015
KU595916	EV71/FJND028/CHN/2015	N/A	2015	Human	2015	China	N/A	EV71/FJND028/CHN/2015
KU595917	EV71/FJLY070/CHN/2015	N/A	2015	Human	2015	China	N/A	EV71/FJLY070/CHN/2015
KU641502	45849/BE/DE 2015	N/A	2015-07	Human	2015-07	Germany	A71	45849/BE/DE2015
KU697334	C2/2503	N/A	2010	Unknown	2010	Netherlands	N/A	C2/2503
KU710725	BJ14-10	N/A	2014-06-22	Unknown	2014-06-22	China	N/A	BJ14-10
KU710728	BJ14-16	N/A	2014-07-09	Unknown	2014-07-09	China	N/A	BJ14-16
KU710739	BJ14-21	N/A	2014-07-15	Unknown	2014-07-15	China	N/A	BJ14-21
KU726103	94-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	94-2014-Henan
KU726106	119-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	119-2014-Henan
KU726113	157-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	157-2014-Henan
KU726122	267-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	267-2014-Henan
KU726133	379-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	379-2014-Henan
KU726136	462-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	462-2014-Henan
KU726145	576-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	576-2014-Henan
KU726147	588-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	588-2014-Henan
KU726162	863-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	863-2014-Henan
KU726163	1054-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	1054-2014-Henan
KU726170	1097-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	1097-2014-Henan
KU726180	405-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	405-2014-Henan
KU726185	538-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	538-2014-Henan
KU726200	977-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	977-2014-Henan
KU726202	1005-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	1005-2014-Henan
KU726210	1238-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	1238-2014-Henan
KU726212	1272-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	1272-2014-Henan
KU726225	1419-2014-Henan	N/A	2014-09	Human	2014-09	China	EV-A71	1419-2014-Henan
KU744449	59-2015-Henan	N/A	2015-05	Human	2015-05	China	EV-A71	59-2015-Henan
KU936122	SHAPHC5267/SH/CHN/14	N/A	2014-03-28	Human	2014-03-28	China	C4a	SHAPHC5267/SH/CHN/14
KU936128	SHAPHC5365/SH/CHN/14	N/A	2014-05-04	Human	2014-05-04	China	C4a	SHAPHC5365/SH/CHN/14
KX092296	88-Irk-2011	N/A	2011	Human	2011	Russia	N/A	88-Irk-2011
KX227371	20160084-TW	N/A	2016-04-21	Human	2016-04-21	Taiwan	C4a	20160084-TW
KX372332	SiICRC08/TH/2014	N/A	2014-08-20	Human	2014-08-20	Thailand	N/A	SiICRC08/TH/2014
KX752783	Jinan/SD/CHN/2015	N/A	2015-07-24	Human	2015-07-24	China	N/A	Jinan/SD/CHN/2015
KX791192	wh99-CHN-11	N/A	2008-08-28	Human	2008-08-28	China	N/A	wh99-CHN-11
KX791194	wh205-CHN-12	N/A	2009-06-05	Human	2009-06-05	China	N/A	wh205-CHN-12
KY582572	EV71-MZ	N/A	2015-04-01	Human	2015-04-01	China	C4	EV71-MZ
LC147343	232B-YN-CHN-2011	N/A	2011	Human	2011	China	A71	232B-YN-CHN-2011
LC147344	233B-YN-CHN-2011	N/A	2011	Human	2011	China	A71	233B-YN-CHN-2011
LC147350	260B-YN-CHN-2011	N/A	2011	Human	2011	China	A71	260B-YN-CHN-2011
LC147362	50B-YN-CHN-2013	N/A	2013	Human	2013	China	A71	50B-YN-CHN-2013
LC147364	40Y-YN-CHN-2014	N/A	2014	Human	2014	China	A71	40Y-YN-CHN-2014
LQ076631	UNKNOWN-LQ076631	N/A	N/A	Unknown	N/a	N/A	N/A	UNKNOWN-LQ076631
AB081360	V-6355/EV71/Kanagawa/1986	N/A	N/A	Human	N/a	Japan	N/A	V-6355/EV71/Kanagawa/1986
AB081362	V-6408/EV71/Kanagawa/1986	N/A	N/A	Human	N/a	Japan	N/A	V-6408/EV71/Kanagawa/1986
AB081369	V-11373/EV71/Kanagawa/1993	N/A	N/A	Human	N/a	Japan	N/A	V-11373/EV71/Kanagawa/1993
AB081372	V-11941/EV71/Kanagawa/1994	N/A	N/A	Human	N/a	Japan	N/A	V-11941/EV71/Kanagawa/1994
AB094051	HS015/Hiroshima/99	N/A	N/A	Unknown	N/a	Japan	N/A	HS015/Hiroshima/99
AB115493	H26-CHN-00	N/A	N/A	Unknown	N/a	China	N/A	H26-CHN-00
AB162763	HO793ts/EV71/Kanagawa/2003	N/A	N/A	Human	N/a	Japan	N/A	HO793ts/EV71/Kanagawa/2003
AB168002	Fukuoka City03-129	N/A	N/A	Unknown	N/a	Japan	N/A	FukuokaCity03-129
AB433870	Y97-1188	N/A	N/A	Unknown	N/a	Japan	71	Y97-1188
AB433885	1638-Yamagata-07	N/A	N/A	Unknown	N/a	Japan	71	1638-Yamagata-07
AB524095	11123	N/A	1971	Unknown	1971	Netherlands	N/A	11123
AB524162	9677	N/A	1986	Unknown	1986	Netherlands	N/A	9677
AB524179	2016	N/A	2007	Unknown	2007	Netherlands	N/A	2016
AB524212	9548	N/A	1990	Unknown	1990	Netherlands	N/A	9548
AB524272	3890-99	N/A	1999	Unknown	1999	Netherlands	N/A	3890-99
AB524277	4359	N/A	2002	Unknown	2002	Netherlands	N/A	4359
AB550339	75-Yamagata-LPS1	N/A	N/A	Unknown	N/a	Japan	N/A	75-Yamagata-LPS1
AB550341	KED005-LPS2	N/A	N/A	Unknown	N/a	Malaysia	N/A	KED005-LPS2
AB569437	08-TW-05087	N/A	2008	Human	2008	Taiwan	N/A	08-TW-05087
AB524257	2798	N/A	2007	Unknown	2007	Netherlands	N/A	2798
AB665744	OC439-10	N/A	2010	Human	2010	Japan	N/A	OC439-10
AB665748	OC516-10	N/A	2010	Human	2010	Japan	N/A	OC516-10
AB675640	DY2011-24	N/A	2011-04-03	Human	2011-04-03	China	N/A	DY2011-24
AB675641	DY2011-25	N/A	2011-04-26	Human	2011-04-26	China	N/A	DY2011-25
AB675649	DY2011-145	N/A	2011-06-21	Human	2011-06-21	China	N/A	DY2011-145
AB679724	SC10-90	N/A	2010-06-12	Human	2010-06-12	China	N/A	SC10-90
AB679729	SC10-62	N/A	2010-04-26	Human	2010-04-26	China	N/A	SC10-62
AB679734	SC10-236	N/A	2010-05-17	Human	2010-05-17	China	N/A	SC10-236
AB830079	349sp/Ishikawa/JPN/2013	N/A	2013-02-25	Human	2013-02-25	Japan	N/A	349sp/Ishikawa/JPN/2013
AB936542	1656-Yamagata-2012	N/A	N/A	Unknown	N/a	Japan	N/A	1656-Yamagata-2012
AF009525	1410-CA-86	N/A	N/A	Unknown	N/a	N/A	N/A	1410-CA-86
AF009527	1413-CA-87	N/A	N/A	Unknown	N/a	N/A	N/A	1413-CA-87
AF009534	7633-PA-87	N/A	N/A	Unknown	N/a	N/A	N/A	7633-PA-87
AF009535	7673-CT-87	N/A	N/A	Unknown	N/a	N/A	N/A	7673-CT-87
AF009540	2222-IA-88	N/A	N/A	Unknown	N/a	N/A	N/A	2222-IA-88
AF117621	TW/1465/98	N/A	N/A	Unknown	N/a	Taiwan	N/A	TW/1465/98
AF135905	7632-PA-87	N/A	N/A	Unknown	N/a	N/A	N/A	7632-PA-87
AF135910	0632-MAA-97 34	N/A	N/A	Unknown	N/a	N/A	N/A	0632-MAA-9734
AF135927	2336-MAA-97	N/A	N/A	Unknown	N/a	N/A	N/A	2336-MAA-97
AF135928	2337-MAA-97	N/A	N/A	Unknown	N/a	N/A	N/A	2337-MAA-97
AF135931	0359-TX-90	N/A	N/A	Unknown	N/a	N/A	N/A	0359-TX-90
AF135934	0667-CHN-87	N/A	N/A	Unknown	N/a	N/A	N/A	0667-CHN-87
AF135938	2261-CA-91	N/A	N/A	Unknown	N/a	N/A	N/A	2261-CA-91
AF136379	NCKU9822	N/A	N/A	Unknown	N/a	N/A	N/A	NCKU9822
AF286496	2785-TAI-98	N/A	N/A	Unknown	N/a	N/A	N/A	2785-TAI-98
AF286502	2861-TAI-98	N/A	N/A	Unknown	N/a	N/A	N/A	2861-TAI-98
AF376073	MY16/1/SAR/97	N/A	N/A	Unknown	N/a	N/A	N/A	MY16/1/SAR/97
AF376080	S10862/SAR/98	N/A	N/A	Unknown	N/a	N/A	N/A	S10862/SAR/98
AF376089	11F/AUS/6/99	N/A	N/A	Unknown	N/a	N/A	N/A	11F/AUS/6/99
AJ586873	EV71/9/97/SHA89	N/A	N/A	Unknown	N/a	Malaysia	N/A	EV71/9/97/SHA89
AM396584	ENT/PM/SHA52	N/A	N/A	Unknown	N/a	Malaysia	N/A	ENT/PM/SHA52
AM396586	EV71/SAR/SHA66	N/A	N/A	Unknown	N/a	Malaysia	N/A	EV71/SAR/SHA66
AY055132	H0382-TW-98	N/A	N/A	Unknown	N/a	N/A	N/A	H0382-TW-98
AY055147	N5761-TW-98	N/A	N/A	Unknown	N/a	N/A	N/A	N5761-TW-98
AY055160	N0118-TW-00	N/A	N/A	Unknown	N/a	N/A	N/A	N0118-TW-00
AY258316	CN30552-SAR-03	N/A	N/A	Unknown	N/a	N/A	N/A	CN30552-SAR-03
AY278249	73442-PA-99	N/A	N/A	Unknown	N/a	N/A	N/A	73442-PA-99
AY905619	ZJ-CHN-6-03	N/A	N/A	Unknown	N/a	China	N/A	ZJ-CHN-6-03
AY940109	9929-SYD-00	N/A	N/A	Unknown	N/a	N/A	N/A	9929-SYD-00
DQ133458	984	N/A	2004	Unknown	2004	Taiwan	N/A	984
DQ133459	1235	N/A	2004	Unknown	2004	Taiwan	N/A	1235
DQ841962	E981085-TW	N/A	N/A	Unknown	N/a	Taiwan	N/A	E981085-TW
DQ841964	E2004104-TW	N/A	N/A	Unknown	N/a	Taiwan	N/A	E2004104-TW
DQ846662	NTU1482-TW-06	N/A	N/A	Unknown	N/a	Taiwan	N/A	NTU1482-TW-06
DQ906174	115970-BRU-06	N/A	N/A	Unknown	N/a	Brunei	N/A	115970-BRU-06
EU729121	Kor07-EV71-09gj	N/A	2007	Human	2007	South Korea	N/A	Kor07-EV71-09gj
EU753368	521-04F/SD/CHN/07	N/A	2007-05-21	Human	2007-05-21	China	N/A	521-04F/SD/CHN/07
EU753375	521-18S/SD/CHN/07	N/A	2007-05-21	Human	2007-05-21	China	N/A	521-18S/SD/CHN/07
EU753380	521-27F/SD/CHN/07	N/A	2007-05-21	Human	2007-05-21	China	N/A	521-27F/SD/CHN/07
EU913467	Fuyang5	N/A	2008-05-08	Human	2008-05-08	China	N/A	Fuyang5
EU913468	Fuyang26	N/A	2008-05-11	Human	2008-05-11	China	N/A	Fuyang26
EU999179	Xinhui-9	N/A	2008-08	Human	2008-08	China	C4	Xinhui-9
FJ357377	S0296-TW00	N/A	2000	Human	2000	Taiwan	N/A	S0296-TW00
FJ607336	28/SHENZHEN/08/China/HFMD/2008	N/A	2008-05	Human	2008-05	China	N/A	28/SHENZHEN/08/China/HFMD/2008
FJ828519	BJ08	N/A	2008	Human	2008	China	C4	BJ08
FJ846678	Siriraj25/TH/03	N/A	2003	Human	2003	Thailand	N/A	Siriraj25/TH/03
FJ969150	TW/70303/08	N/A	N/A	Human	N/a	Taiwan	N/A	TW/70303/08
FJ969157	TW/70831/08	N/A	N/A	Human	N/a	Taiwan	N/A	TW/70831/08
GQ231935	TW/70886/08	N/A	N/A	Human	N/a	Taiwan	N/A	TW/70886/08
FM201321	EV71/MY/2006/1764281	N/A	N/A	Human	N/a	Malaysia	N/A	EV71/MY/2006/1764281
FM201334	EV71/BRU/2006/34456	N/A	N/A	Human	N/a	Brunei	N/A	EV71/BRU/2006/34456
FN598720	NAN10838_FR94	N/A	1994-05-14	Unknown	1994-05-14	France	N/A	NAN10838_FR94
FN598723	ANN1256_FR00	N/A	2000-09-15	Unknown	2000-09-15	France	N/A	ANN1256_FR00
FN665336	LMA55_FRA07	N/A	2007	Unknown	2007	France	Enterovirus 71	LMA55_FRA07
GQ117125	1401-Luan(CHN)-08	N/A	2008-05	Human	2008-05	China	A	1401-Luan_CHN_-08
GQ117127	1901-Luan(CHN)-08	N/A	2008-05	Human	2008-05	China	A	1901-Luan_CHN_-08
GQ121422	EV71/Fuyang.Anhui.CHN/17.08/9	N/A	2008-04	Human	2008-04	China	C4	EV71/Fuyang.Anhui.CHN/17.08/9
GQ121425	EV71/Fuyang.Anhui.CHN/17.08/11	N/A	2008-04	Human	2008-04	China	C4	EV71/Fuyang.Anhui.CHN/17.08/11
GQ231939	TW/71595/04	N/A	N/A	Human	N/a	Taiwan	N/A	TW/71595/04
GQ253402	HZ152F/SD/CHN/2009/EV71	N/A	2009	Human	2009	China	N/A	HZ152F/SD/CHN/2009/EV71
GQ253406	JN92F/SD/CHN/2009/EV71	N/A	2009	Human	2009	China	N/A	JN92F/SD/CHN/2009/EV71
GQ253419	ZB0002F/SD/CHN/2009/EV71	N/A	2009	Human	2009	China	N/A	ZB0002F/SD/CHN/2009/EV71
GQ279370	SZ/HK08-6	N/A	2008-05	Human	2008-05	China	N/A	SZ/HK08-6
GQ487687	ZH-ETC346/GD/CHN/09	N/A	2009-06	Human	2009-06	China	C4b	ZH-ETC346/GD/CHN/09
GQ994988	Anhui1-09-China	N/A	2009-04	Human	2009-04	China	C4	Anhui1-09-China
GU196833	Henan1-09-China	N/A	2009-04	Human	2009-04	China	N/A	Henan1-09-China
GU198371	FY08-C30-P14	N/A	2008-05	Human	2008-05	China	N/A	FY08-C30-P14
GU198376	C1/FY08-C30-P19	N/A	2008-05	Human	2008-05	China	N/A	C1/FY08-C30-P19
GU222654	3437/SIN/06	N/A	2006-07	Human	2006-07	Singapore	N/A	3437/SIN/06
GU353086	Nantong/JS16/CHN09	N/A	2009-04	Human	2009-04	China	N/A	Nantong/JS16/CHN09
GU353098	Zhenjiang/JS43/CHN09	N/A	2009-07	Human	2009-07	China	N/A	Zhenjiang/JS43/CHN09
GU353102	Zhenjiang/JS51/CHN09	N/A	2009-06	Human	2009-06	China	N/A	Zhenjiang/JS51/CHN09
GU366191	Henan10-08-China	N/A	2008-04	Human	2008-04	China	N/A	Henan10-08-China
HG934254	CF183019_FRA10	N/A	2010	Human	2010	France	N/A	CF183019_FRA10
HM037804	GD08-EV71-573	N/A	2008	Human	2008	China	N/A	GD08-EV71-573
HM212448	40/HeB/CHN/2008	N/A	2008	Human	2008	China	N/A	40/HeB/CHN/2008
HM212454	08-8/JL/CHN/2008	N/A	2008	Human	2008	China	N/A	08-8/JL/CHN/2008
HM212459	08-5/YN/CHN/2008	N/A	2008	Human	2008	China	N/A	08-5/YN/CHN/2008
HM212466	09-17/HeN/CHN/2009	N/A	2009	Human	2009	China	N/A	09-17/HeN/CHN/2009
HM358825	EV0972/Johor/08	N/A	2008-08	Human	2008-08	Malaysia	EV71	EV0972/Johor/08
HM579939	SHAPHC11H/SH/CHN/08	N/A	2008-05-03	Human	2008-05-03	China	N/A	SHAPHC11H/SH/CHN/08
HM579941	SHAPHC42T/SH/CHN/08	N/A	2008-05-08	Human	2008-05-08	China	N/A	SHAPHC42T/SH/CHN/08
HM622391	2008-00643	N/A	2008	Human	2008	Taiwan	N/A	2008-00643
HQ283511	TW-2278-00	N/A	2000-05	Human	2000-05	Taiwan	B4	TW-2278-00
HQ283542	TW-4507-00	N/A	2000-10	Human	2000-10	Taiwan	B4	TW-4507-00
HQ283585	TW-2331-01	N/A	2001-06	Human	2001-06	Taiwan	B4	TW-2331-01
HQ283625	TW-3398-01	N/A	2001-07	Human	2001-07	Taiwan	B4	TW-3398-01
HQ283630	TW-3523-01	N/A	2001-07	Human	2001-07	Taiwan	B4	TW-3523-01
HQ283661	TW-4486-01	N/A	2001-08	Human	2001-08	Taiwan	B4	TW-4486-01
HQ283664	TW-4662-01	N/A	2001-09	Human	2001-09	Taiwan	B4	TW-4662-01
HQ283706	TW-593-02	N/A	2002-01	Human	2002-01	Taiwan	B4	TW-593-02
HQ283764	TW-6368-02	N/A	2002-12	Human	2002-12	Taiwan	B4	TW-6368-02
HQ283806	TW-2005-98	N/A	1998-06	Human	1998-06	Taiwan	C2	TW-2005-98
HQ283808	TW-2051-98	N/A	1998-06	Human	1998-06	Taiwan	B4	TW-2051-98
HQ283857	TW-3170-98	N/A	1998-07	Human	1998-07	Taiwan	C2	TW-3170-98
HQ283858	TW-3180-98	N/A	1998-07	Human	1998-07	Taiwan	C2	TW-3180-98
HQ283863	TW-3339-98	N/A	1998-07	Human	1998-07	Taiwan	B4	TW-3339-98
HQ283872	TW-3535-98	N/A	1998-07	Human	1998-07	Taiwan	C2	TW-3535-98
HQ424435	127018	N/A	2010-04-27	Human	2010-04-27	Greece	N/A	127018
HQ647168	EV92_07	N/A	2007-08	Human	2007-08	Canada	N/A	EV92_07
HQ647171	EV141_06	N/A	2006-08	Human	2006-08	Canada	N/A	EV141_06
HQ668209	769/CQ/CHN/2010	N/A	2010	Human	2010	China	C4	769/CQ/CHN/2010
HQ668232	762/CQ/CHN/2010	N/A	2010	Human	2010	China	C4	762/CQ/CHN/2010
HQ668237	388/SD/CHN/2010	N/A	2010	Human	2010	China	C4	388/SD/CHN/2010
HQ668373	1281/HN/CHN/2010	N/A	2010	Human	2010	China	C4	1281/HN/CHN/2010
HQ668405	1242/HN/CHN/2010	N/A	2010	Human	2010	China	C4	1242/HN/CHN/2010
HQ668422	384/SD/CHN/2010	N/A	2010	Human	2010	China	C4	384/SD/CHN/2010
HQ668443	634/SD/CHN/2010	N/A	2010	Human	2010	China	C4	634/SD/CHN/2010
HQ676174	FI12/ns/W/09	N/A	2009	Human	2009	Finland	N/A	FI12/ns/W/09
HQ676190	JP03/Ac/A/01	N/A	2001	Human	2001	Japan	N/A	JP03/Ac/A/01
HQ676192	JP05/Ac/A/00	N/A	2000	Human	2000	Japan	N/A	JP05/Ac/A/00
HQ676216	JP37/Sm/A/00	N/A	2000	Human	2000	Japan	N/A	JP37/Sm/A/00
HQ676251	MY33/Sw/A/06	N/A	2006	Human	2006	Malaysia	N/A	MY33/Sw/A/06
HQ676263	MY46/Sw/A/06	N/A	2006	Human	2006	Malaysia	N/A	MY46/Sw/A/06
HQ676299	FI04/ns/01/W	N/A	2001	Human	2001	Finland	N/A	FI04/ns/01/W
HQ676308	FI14/Tk/94/W	N/A	1994	Human	1994	Finland	N/A	FI14/Tk/94/W
HQ676346	JP26/Sd/03/L	N/A	2003	Human	2003	Japan	N/A	JP26/Sd/03/L
HQ676357	JP37/Sm/00/A	N/A	2000	Human	2000	Japan	N/A	JP37/Sm/00/A
HQ676369	JP49/Sm/09/W	N/A	2009	Human	2009	Japan	N/A	JP49/Sm/09/W
HQ676440	MY72/Sa/03/W	N/A	2003	Human	2003	Malaysia	N/A	MY72/Sa/03/W
HQ676461	MY93/Sa/03/A	N/A	2003	Human	2003	Malaysia	N/A	MY93/Sa/03/A
HQ676476	NL11/ns/07/W	N/A	2007	Human	2007	Netherlands	N/A	NL11/ns/07/W
HQ694985	MZ2008	N/A	2008-05-05	Human	2008-05-05	China	N/A	MZ2008
HQ825317	EV71/JN200804	N/A	2008-07	Human	2008-07	China	N/A	EV71/JN200804
JF330101	STH/MCN/2006	N/A	2006	Unknown	2006	United Kingdom	N/A	STH/MCN/2006
JF519708	224/GD/China/2010	N/A	2010	Human	2010	China	N/A	224/GD/China/2010
JF812997	Shanghai10-qp1	N/A	2010-04-19	Human	2010-04-19	China	N/A	Shanghai10-qp1
JF820313	LCH02	N/A	2010-01	Human	2010-01	China	C4	LCH02
JF820314	BJ02	N/A	2010-02	Human	2010-02	China	C4	BJ02
JF820315	AH01	N/A	2010-03	Human	2010-03	China	N/A	AH01
JF892540	NC007	N/A	2010	Human	2010	China	C4	NC007
JF918568	SHAPHC521T/SH/CHN/10	N/A	2010-05-31	Human	2010-05-31	China	C4	SHAPHC521T/SH/CHN/10
JN204010	N-427A	N/A	N/A	Human	N/a	India	71	N-427A
JN204034	N-899	N/A	N/A	Human	N/a	India	71	N-899
JN204037	N-905	N/A	N/A	Human	N/a	India	71	N-905
JN204046	N-993	N/A	N/A	Human	N/a	India	71	N-993
JN204048	N-1024	N/A	N/A	Human	N/a	India	71	N-1024
JN256060	G333-972F/HeN/CHN/2009	N/A	N/A	Human	N/a	China	C4a	G333-972F/HeN/CHN/2009
JN316071	PM-14283-97	N/A	1997-11-21	Human	1997-11-21	Malaysia	N/A	PM-14283-97
JN316073	PM-15948-00	N/A	2000-10-17	Human	2000-10-17	Malaysia	N/A	PM-15948-00
JN316078	PM-19869-01	N/A	2001-06-01	Human	2001-06-01	Malaysia	N/A	PM-19869-01
JN316088	PM-34242-06	N/A	2006-04-07	Human	2006-04-07	Malaysia	N/A	PM-34242-06
JN316103	PM-20756-01	N/A	2001-10-24	Human	2001-10-24	Malaysia	N/A	PM-20756-01
JN579724	GD08EV215	N/A	2008	Human	2008	China	N/A	GD08EV215
JN579730	GD08EV081	N/A	2008	Human	2008	China	N/A	GD08EV081
JN579735	GD08EV023	N/A	2008	Human	2008	China	N/A	GD08EV023
JN579736	GD08EV018	N/A	2008	Human	2008	China	N/A	GD08EV018
JN579747	GD09EV488	N/A	2009	Human	2009	China	N/A	GD09EV488
JN579761	GD09EV461	N/A	2009	Human	2009	China	N/A	GD09EV461
JN579762	GD09EV460	N/A	2009	Human	2009	China	N/A	GD09EV460
JN579765	GD09EV455	N/A	2009	Human	2009	China	N/A	GD09EV455
JN579779	GD09EV373	N/A	2009	Human	2009	China	N/A	GD09EV373
JN579781	GD09EV371	N/A	2009	Human	2009	China	N/A	GD09EV371
JN579799	GD09EV318	N/A	2009	Human	2009	China	N/A	GD09EV318
JN579802	GD09EV306	N/A	2009	Human	2009	China	N/A	GD09EV306
JN579807	GD09EV293	N/A	2009	Human	2009	China	N/A	GD09EV293
JN579810	GD09EV290	N/A	2009	Human	2009	China	N/A	GD09EV290
JN579812	GD09EV284	N/A	2009	Human	2009	China	N/A	GD09EV284
JN579814	GD09EV269	N/A	2009	Human	2009	China	N/A	GD09EV269
JN579815	GD09EV268	N/A	2009	Human	2009	China	N/A	GD09EV268
JN579842	GD09EV111	N/A	2009	Human	2009	China	N/A	GD09EV111
JN579852	GD09EV038	N/A	2009	Human	2009	China	N/A	GD09EV038
JN579858	GD09EV029	N/A	2009	Human	2009	China	N/A	GD09EV029
JN579886	2010-EV71-1040-2010	N/A	2010	Human	2010	China	N/A	2010-EV71-1040-2010
JN579890	2010-EV71-939-2010	N/A	2010	Human	2010	China	N/A	2010-EV71-939-2010
JN579907	2010-EV71-563-2010	N/A	2010	Human	2010	China	N/A	2010-EV71-563-2010
JN579911	2010-EV71-539-2010	N/A	2010	Human	2010	China	N/A	2010-EV71-539-2010
JN579913	2010-EV71-531-2010	N/A	2010	Human	2010	China	N/A	2010-EV71-531-2010
JN579923	2010-EV71-275-2010	N/A	2010	Human	2010	China	N/A	2010-EV71-275-2010
JN579931	2010-EV71-133-2010	N/A	2010	Human	2010	China	N/A	2010-EV71-133-2010
JN579936	2010-EV71-53-2010	N/A	2010	Human	2010	China	N/A	2010-EV71-53-2010
JN646109	XM1985	N/A	2008	Human	2008	China	C4	XM1985
JN864018	EV71/Ningbo.CHN/001/2010	N/A	2010	Human	2010	China	C4	EV71/Ningbo.CHN/001/2010
JN944848	Nj002-JS-CHN2010	N/A	2010-08-20	Human	2010-08-20	China	N/A	Nj002-JS-CHN2010
JN944850	Nj005-JS-CHN2010	N/A	2010-08-20	Human	2010-08-20	China	N/A	Nj005-JS-CHN2010
JN944863	Nj041-JS-CHN2010	N/A	2010-08-20	Human	2010-08-20	China	N/A	Nj041-JS-CHN2010
JN944878	Nj105-JS-CHN2010	N/A	2010-08-20	Human	2010-08-20	China	N/A	Nj105-JS-CHN2010
JN944879	Nj110-JS-CHN2010	N/A	2010-08-20	Human	2010-08-20	China	N/A	Nj110-JS-CHN2010
JN944880	Nj112-JS-CHN2010	N/A	2010-08-20	Human	2010-08-20	China	N/A	Nj112-JS-CHN2010
JN944888	Nj168-JS-CHN2010	N/A	2010-08-20	Human	2010-08-20	China	N/A	Nj168-JS-CHN2010
JN944894	Nj188-JS-CHN2010	N/A	2010-08-20	Human	2010-08-20	China	N/A	Nj188-JS-CHN2010
JN964686	EV71/Xiamen/2009	N/A	2009	Human	2009	China	N/A	EV71/Xiamen/2009
JQ003958	EV71/Ningbo.CHN/048/2010	N/A	2010-04-13	Human	2010-04-13	China	C4	EV71/Ningbo.CHN/048/2010
JQ003965	EV71/Yuyao.CHN/299/2010	N/A	2010-07-17	Human	2010-07-17	China	C4	EV71/Yuyao.CHN/299/2010
JQ003967	EV71/Yuyao.CHN/009/2010	N/A	2010-06-08	Human	2010-06-08	China	C4	EV71/Yuyao.CHN/009/2010
JQ003973	EV71/Yuyao.CHN/180/2010	N/A	2010-07-14	Human	2010-07-14	China	C4	EV71/Yuyao.CHN/180/2010
JQ264776	YN41B/YN/CHN/10	N/A	2010-09-21	Human	2010-09-21	China	N/A	YN41B/YN/CHN/10
JQ280307	3149	N/A	2008	Human	2008	Taiwan	N/A	3149
JQ315050	Cixi.CHN/030/2010	N/A	2010-04-11	Human	2010-04-11	China	Human enterovirus 71	Cixi.CHN/030/2010
JQ315066	Ningbo.CHN/061/2011	N/A	2011-05-24	Human	2011-05-24	China	Human enterovirus 71	Ningbo.CHN/061/2011
JQ315067	Ningbo.CHN/079/2010	N/A	2010-06-17	Human	2010-06-17	China	Human enterovirus 71	Ningbo.CHN/079/2010
JQ315077	Ningbo.CHN/064/2010	N/A	2010-06-03	Human	2010-06-03	China	Human enterovirus 71	Ningbo.CHN/064/2010
JQ315088	Cixi.CHN/278/2010	N/A	2010-08-01	Human	2010-08-01	China	Human enterovirus 71	Cixi.CHN/278/2010
JQ326303	09281/SD/CHN/09	N/A	2009	Human	2009	China	N/A	09281/SD/CHN/09
